,0,1,2
10,ChlorineConcentration,10,"(['attr_conc.mean', 'attr_conc.sd', 'attr_ent.mean', 'attr_ent.sd', 'attr_to_inst', 'can_cor.mean', 'can_cor.sd', 'cat_to_num', 'class_conc.mean', 'class_conc.sd', 'class_ent', 'cor.mean', 'cor.sd', 'cov.mean', 'cov.sd', 'eigenvalues.mean', 'eigenvalues.sd', 'eq_num_attr', 'freq_class.mean', 'freq_class.sd', 'g_mean.mean', 'g_mean.sd', 'gravity', 'h_mean.mean', 'h_mean.sd', 'inst_to_attr', 'iq_range.mean', 'iq_range.sd', 'joint_ent.mean', 'joint_ent.sd', 'kurtosis.mean', 'kurtosis.sd', 'lh_trace', 'mad.mean', 'mad.sd', 'max.mean', 'max.sd', 'mean.mean', 'mean.sd', 'median.mean', 'median.sd', 'min.mean', 'min.sd', 'mut_inf.mean', 'mut_inf.sd', 'nr_attr', 'nr_bin', 'nr_cat', 'nr_class', 'nr_cor_attr', 'nr_disc', 'nr_inst', 'nr_norm', 'nr_num', 'nr_outliers', 'ns_ratio', 'num_to_cat', 'p_trace', 'range.mean', 'range.sd', 'roy_root', 'sd.mean', 'sd.sd', 'sd_ratio', 'skewness.mean', 'skewness.sd', 'sparsity.mean', 'sparsity.sd', 't_mean.mean', 't_mean.sd', 'var.mean', 'var.sd', 'w_lambda'], [0.14443921613383395, 0.10345705591142515, 3.2029674481948165, 0.847848910290182, 0.005107963779893197, 0.22393469499970847, 0.19203036288188913, 0.0, 0.0019821968940534787, 0.001681640496402377, 1.4606922543259508, 0.29985199347736985, 0.21368334237862338, 0.19596801593012594, 0.7950927735353749, 5.63870132372938, 17.260040647278416, 88.21548332492715, 0.3333333333333333, 0.17520241509887183, nan, nan, 1.6878710650454716, nan, nan, 195.77272727272728, 1.2892003836217574, 3.0425489494598508, 4.6471014726129205, 0.8401411413719326, 43.97829364855008, 77.10228609694903, 0.1564627981387331, 0.5059203513101561, 0.9078984513433871, 11.893536038530566, 34.262004754834265, 2.9652239304621335, 5.172916770540326, 2.6808620074703593, 4.585609478867935, -0.44986032225762695, 4.100407633058626, 0.01655822990784659, 0.014909992242807634, 22, 0, 0, 3, 0.19047619047619047, 2, 4307, 0.0, 22, 17, 192.4365850710286, nan, 0.13716915551777495, 12.343396360788187, 34.07386116569393, 0.14863175196010273, 1.0588628127933046, 2.1754609701228227, nan, 0.6261576400070773, 5.496981409364815, 0.026115560815054284, 0.03220041619368678, 2.8387926502052996, 4.878344322308676, 5.638701323729386, 16.829038548078838, 0.863836299930634])"
11,CinCECGTorso,11,"(['attr_conc.mean', 'attr_conc.sd', 'attr_ent.mean', 'attr_ent.sd', 'attr_to_inst', 'can_cor.mean', 'can_cor.sd', 'cat_to_num', 'class_conc.mean', 'class_conc.sd', 'class_ent', 'cor.mean', 'cor.sd', 'cov.mean', 'cov.sd', 'eigenvalues.mean', 'eigenvalues.sd', 'eq_num_attr', 'freq_class.mean', 'freq_class.sd', 'g_mean.mean', 'g_mean.sd', 'gravity', 'h_mean.mean', 'h_mean.sd', 'inst_to_attr', 'iq_range.mean', 'iq_range.sd', 'joint_ent.mean', 'joint_ent.sd', 'kurtosis.mean', 'kurtosis.sd', 'lh_trace', 'mad.mean', 'mad.sd', 'max.mean', 'max.sd', 'mean.mean', 'mean.sd', 'median.mean', 'median.sd', 'min.mean', 'min.sd', 'mut_inf.mean', 'mut_inf.sd', 'nr_attr', 'nr_bin', 'nr_cat', 'nr_class', 'nr_cor_attr', 'nr_disc', 'nr_inst', 'nr_norm', 'nr_num', 'nr_outliers', 'ns_ratio', 'num_to_cat', 'p_trace', 'range.mean', 'range.sd', 'roy_root', 'sd.mean', 'sd.sd', 'sd_ratio', 'skewness.mean', 'skewness.sd', 'sparsity.mean', 'sparsity.sd', 't_mean.mean', 't_mean.sd', 'var.mean', 'var.sd', 'w_lambda'], [0.08205386560839519, 0.0938927363512133, 3.363249014955151, 0.3816038887918874, 0.015492957746478873, 0.6941191195219617, 0.21076094155473393, 0.0, 0.0713812581110964, 0.03845676989690573, 2.0, 0.23028366760758634, 0.19667227652451105, 51.266825662891065, 271.2385937906513, 2156.502513106503, 6350.029641451163, 4.221020399888055, 0.25, 0.0, nan, nan, 35.4891472925171, nan, nan, 64.54545454545455, 31.72118355581496, 85.66810575684639, 4.889429935555999, 0.4171883591071537, 6.3234366903723975, 19.79994706684107, 4.5706237382054065, 21.59964882172249, 62.55147974333032, 98.27426995128803, 219.45574617434676, 37.27321653111523, 90.59755368953346, 35.153548411216946, 88.90255685665925, 3.9342336083696323, 9.010049382775259, 0.47381907939915224, 0.23431754942370323, 22, 0, 0, 4, 0.11688311688311688, 3, 1420, 0.0, 22, 18, 6.0981713510145505, nan, 1.5342444052279058, 94.3400363429184, 212.31984513694633, 2.9309130129450165, 18.564145641731983, 43.56781807786209, nan, 0.24596037763551912, 1.9419090217369974, 0.006461015377546892, 0.012030668309391685, 36.27655997388209, 90.96299369732091, 2156.502513106502, 6217.194912644678, 0.08466688097959689])"
12,Coffee,12,"(['attr_conc.mean', 'attr_conc.sd', 'attr_ent.mean', 'attr_ent.sd', 'attr_to_inst', 'can_cor.mean', 'can_cor.sd', 'cat_to_num', 'class_conc.mean', 'class_conc.sd', 'class_ent', 'cor.mean', 'cor.sd', 'cov.mean', 'cov.sd', 'eigenvalues.mean', 'eigenvalues.sd', 'eq_num_attr', 'freq_class.mean', 'freq_class.sd', 'g_mean.mean', 'g_mean.sd', 'gravity', 'h_mean.mean', 'h_mean.sd', 'inst_to_attr', 'iq_range.mean', 'iq_range.sd', 'joint_ent.mean', 'joint_ent.sd', 'kurtosis.mean', 'kurtosis.sd', 'lh_trace', 'mad.mean', 'mad.sd', 'max.mean', 'max.sd', 'mean.mean', 'mean.sd', 'median.mean', 'median.sd', 'min.mean', 'min.sd', 'mut_inf.mean', 'mut_inf.sd', 'nr_attr', 'nr_bin', 'nr_cat', 'nr_class', 'nr_cor_attr', 'nr_disc', 'nr_inst', 'nr_norm', 'nr_num', 'nr_outliers', 'ns_ratio', 'num_to_cat', 'p_trace', 'range.mean', 'range.sd', 'roy_root', 'sd.mean', 'sd.sd', 'sd_ratio', 'skewness.mean', 'skewness.sd', 'sparsity.mean', 'sparsity.sd', 't_mean.mean', 't_mean.sd', 'var.mean', 'var.sd', 'w_lambda'], [0.06342709592011932, 0.058742626215520684, 1.3526005798018916, 0.4130003431472605, 0.39285714285714285, 0.9781643263572661, nan, 0.0, 0.14383425652461915, 0.13669043879969595, 0.9990797181805819, nan, nan, 0.03786073622834329, 0.15396681608007767, 3.111969241858327, 13.953111497841384, 5.0195941098391215, 0.5, 0.025253813613805295, nan, nan, 3.4080401793998116, nan, nan, 2.5454545454545454, 1.0313339751098607, 3.64128974721208, 2.1526443408276426, 0.3802918545872793, nan, nan, 22.151068482856925, 0.2129361727199351, 0.43804676905934015, 16.534838923010675, 31.30674537858185, 15.492886448489378, 30.19522815934099, 15.293571402467732, 30.01925444538445, 14.710259648787156, 29.40799352799337, 0.19903595715483108, 0.2261995202763908, 22, 0, 0, 2, 0.08658008658008658, 1, 56, 4.0, 22, 10, 5.7957599176398915, nan, 0.9568054493579643, 1.8245792742235165, 4.275983858696602, 22.151068482856925, 0.5832160603301045, 1.7040598848504889, nan, nan, nan, 0.131843555168914, 0.2234102601750436, 15.378451527206618, 30.10986752369596, 3.1119692418583282, 13.93335980361288, 0.04319455064203571])"
13,Computers,13,"(['attr_conc.mean', 'attr_conc.sd', 'attr_ent.mean', 'attr_ent.sd', 'attr_to_inst', 'can_cor.mean', 'can_cor.sd', 'cat_to_num', 'class_conc.mean', 'class_conc.sd', 'class_ent', 'cor.mean', 'cor.sd', 'cov.mean', 'cov.sd', 'eigenvalues.mean', 'eigenvalues.sd', 'eq_num_attr', 'freq_class.mean', 'freq_class.sd', 'g_mean.mean', 'g_mean.sd', 'gravity', 'h_mean.mean', 'h_mean.sd', 'inst_to_attr', 'iq_range.mean', 'iq_range.sd', 'joint_ent.mean', 'joint_ent.sd', 'kurtosis.mean', 'kurtosis.sd', 'lh_trace', 'mad.mean', 'mad.sd', 'max.mean', 'max.sd', 'mean.mean', 'mean.sd', 'median.mean', 'median.sd', 'min.mean', 'min.sd', 'mut_inf.mean', 'mut_inf.sd', 'nr_attr', 'nr_bin', 'nr_cat', 'nr_class', 'nr_cor_attr', 'nr_disc', 'nr_inst', 'nr_norm', 'nr_num', 'nr_outliers', 'ns_ratio', 'num_to_cat', 'p_trace', 'range.mean', 'range.sd', 'roy_root', 'sd.mean', 'sd.sd', 'sd_ratio', 'skewness.mean', 'skewness.sd', 'sparsity.mean', 'sparsity.sd', 't_mean.mean', 't_mean.sd', 'var.mean', 'var.sd', 'w_lambda'], [0.11233956891595132, 0.11487405387786788, 2.668642299369623, 0.31047187413249194, 0.044, 0.58190035624598, nan, 0.0, 0.013097936345441485, 0.006965991021721938, 1.0, 0.24771729613980695, 0.2118168337501098, 43.06940847140921, 267.9789363604707, 1546.090633615497, 4122.7143511040495, 17.73987467954378, 0.5, 0.0, nan, nan, 57.77061261157808, nan, nan, 22.727272727272727, 18.47419557192101, 41.99988476894152, 3.6122721153596347, 0.29501046270209713, 7.678841016072389, 24.25201792089556, 0.5119627047092657, 9.587329310863113, 19.796145913344784, 76.22050413915377, 185.4159306810516, 14.910465928109291, 30.434342553917947, 9.258002237094997, 17.440790063570397, -0.40895051134300614, 2.440425167503583, 0.05637018400998744, 0.033606932530867904, 22, 0, 0, 2, 0.1341991341991342, 1, 500, 0.0, 22, 14, 46.341379955346675, nan, 0.3386080245991985, 76.62945465049677, 184.8065279104514, 0.5119627047092657, 16.61344054576799, 36.476902666292716, nan, 0.261145422960722, 2.6327527527334547, 0.01381631208739859, 0.04215607656945488, 10.798548589539704, 21.028070143694073, 1546.0906336154965, 3922.107070492596, 0.6613919754008015])"
14,CricketX,14,"(['attr_conc.mean', 'attr_conc.sd', 'attr_ent.mean', 'attr_ent.sd', 'attr_to_inst', 'can_cor.mean', 'can_cor.sd', 'cat_to_num', 'class_conc.mean', 'class_conc.sd', 'class_ent', 'cor.mean', 'cor.sd', 'cov.mean', 'cov.sd', 'eigenvalues.mean', 'eigenvalues.sd', 'eq_num_attr', 'freq_class.mean', 'freq_class.sd', 'g_mean.mean', 'g_mean.sd', 'gravity', 'h_mean.mean', 'h_mean.sd', 'inst_to_attr', 'iq_range.mean', 'iq_range.sd', 'joint_ent.mean', 'joint_ent.sd', 'kurtosis.mean', 'kurtosis.sd', 'lh_trace', 'mad.mean', 'mad.sd', 'max.mean', 'max.sd', 'mean.mean', 'mean.sd', 'median.mean', 'median.sd', 'min.mean', 'min.sd', 'mut_inf.mean', 'mut_inf.sd', 'nr_attr', 'nr_bin', 'nr_cat', 'nr_class', 'nr_cor_attr', 'nr_disc', 'nr_inst', 'nr_norm', 'nr_num', 'nr_outliers', 'ns_ratio', 'num_to_cat', 'p_trace', 'range.mean', 'range.sd', 'roy_root', 'sd.mean', 'sd.sd', 'sd_ratio', 'skewness.mean', 'skewness.sd', 'sparsity.mean', 'sparsity.sd', 't_mean.mean', 't_mean.sd', 'var.mean', 'var.sd', 'w_lambda'], [0.04229768969486871, 0.03217465465960196, 3.112774076319766, 0.12338794066818684, 0.028205128205128206, 0.4551870957831314, 0.25354365522899486, 0.0, 0.09814919580228638, 0.048503633246474075, 3.584962500721157, 0.22404684274144815, 0.20430604200697353, 7.3085266560583175, 35.31211807512693, 130.39080826647813, 340.7047640343979, 7.115285775951219, 0.08333333333333333, 0.0, nan, nan, 25.538129161630156, nan, nan, 35.45454545454545, 6.564116063605623, 13.656771048918536, 6.193897010563089, 0.22390075872191936, 2.481564409569916, 5.18298416044173, 8.101827036968816, 4.632751937979596, 9.854211236842021, 27.28827234288876, 54.079690806822725, 8.550099751603225, 17.806476406430612, 8.005445606136753, 18.221342027882798, 0.780136727461461, 3.2644283011710034, 0.5038395664778335, 0.22855716942437157, 22, 0, 0, 12, 0.11688311688311688, 11, 780, 0.0, 22, 13, 5.1781056578785245, nan, 2.921992064911092, 26.508135615427296, 52.12239336019512, 4.692003864586871, 5.444830271335179, 10.273363372894801, nan, 0.7137997553394263, 1.3468884653169855, 0.008617603064847447, 0.01307843200019249, 7.823485708855327, 17.42626451656322, 130.39080826647813, 295.95703671495306, 0.01268746260371099])"
15,CricketY,15,"(['attr_conc.mean', 'attr_conc.sd', 'attr_ent.mean', 'attr_ent.sd', 'attr_to_inst', 'can_cor.mean', 'can_cor.sd', 'cat_to_num', 'class_conc.mean', 'class_conc.sd', 'class_ent', 'cor.mean', 'cor.sd', 'cov.mean', 'cov.sd', 'eigenvalues.mean', 'eigenvalues.sd', 'eq_num_attr', 'freq_class.mean', 'freq_class.sd', 'g_mean.mean', 'g_mean.sd', 'gravity', 'h_mean.mean', 'h_mean.sd', 'inst_to_attr', 'iq_range.mean', 'iq_range.sd', 'joint_ent.mean', 'joint_ent.sd', 'kurtosis.mean', 'kurtosis.sd', 'lh_trace', 'mad.mean', 'mad.sd', 'max.mean', 'max.sd', 'mean.mean', 'mean.sd', 'median.mean', 'median.sd', 'min.mean', 'min.sd', 'mut_inf.mean', 'mut_inf.sd', 'nr_attr', 'nr_bin', 'nr_cat', 'nr_class', 'nr_cor_attr', 'nr_disc', 'nr_inst', 'nr_norm', 'nr_num', 'nr_outliers', 'ns_ratio', 'num_to_cat', 'p_trace', 'range.mean', 'range.sd', 'roy_root', 'sd.mean', 'sd.sd', 'sd_ratio', 'skewness.mean', 'skewness.sd', 'sparsity.mean', 'sparsity.sd', 't_mean.mean', 't_mean.sd', 'var.mean', 'var.sd', 'w_lambda'], [0.0548299667037172, 0.0482635189413144, 3.0965790458210223, 0.16217401002817985, 0.028205128205128206, 0.4111480458883065, 0.23854349074500514, 0.0, 0.08525940008678794, 0.03908523190300392, 3.584962500721157, 0.21474910759164695, 0.1910292182368195, 4.033686972914627, 20.263117691961064, 147.81820193213306, 375.7330776964094, 8.166926595076223, 0.08333333333333333, 0.0, nan, nan, 36.66488762238722, nan, nan, 35.45454545454545, 7.444087624067089, 16.807545808152526, 6.242580517691679, 0.21986996020304891, 6.675319661913036, 25.062643793394077, 4.770381823989522, 5.359547450085603, 12.585502354740527, 27.900950811664167, 55.701420496102656, 9.985160932970283, 21.65367062181376, 8.939727696265878, 20.172802954884578, 0.8006156486589906, 4.694960398066108, 0.4389610288504984, 0.17050803411693832, 22, 0, 0, 12, 0.09956709956709957, 11, 780, 3.0, 22, 16, 6.054337042014855, nan, 2.428499841783626, 27.10033516300518, 52.70900595097419, 2.131879179526267, 5.6029773763845725, 11.043952497140094, nan, 0.11461580240377632, 1.8679133998652955, 0.008715550930139983, 0.013016611980668112, 9.339264405151258, 20.88565695973058, 147.81820193213304, 363.0749637989137, 0.03841398002858292])"
16,CricketZ,16,"(['attr_conc.mean', 'attr_conc.sd', 'attr_ent.mean', 'attr_ent.sd', 'attr_to_inst', 'can_cor.mean', 'can_cor.sd', 'cat_to_num', 'class_conc.mean', 'class_conc.sd', 'class_ent', 'cor.mean', 'cor.sd', 'cov.mean', 'cov.sd', 'eigenvalues.mean', 'eigenvalues.sd', 'eq_num_attr', 'freq_class.mean', 'freq_class.sd', 'g_mean.mean', 'g_mean.sd', 'gravity', 'h_mean.mean', 'h_mean.sd', 'inst_to_attr', 'iq_range.mean', 'iq_range.sd', 'joint_ent.mean', 'joint_ent.sd', 'kurtosis.mean', 'kurtosis.sd', 'lh_trace', 'mad.mean', 'mad.sd', 'max.mean', 'max.sd', 'mean.mean', 'mean.sd', 'median.mean', 'median.sd', 'min.mean', 'min.sd', 'mut_inf.mean', 'mut_inf.sd', 'nr_attr', 'nr_bin', 'nr_cat', 'nr_class', 'nr_cor_attr', 'nr_disc', 'nr_inst', 'nr_norm', 'nr_num', 'nr_outliers', 'ns_ratio', 'num_to_cat', 'p_trace', 'range.mean', 'range.sd', 'roy_root', 'sd.mean', 'sd.sd', 'sd_ratio', 'skewness.mean', 'skewness.sd', 'sparsity.mean', 'sparsity.sd', 't_mean.mean', 't_mean.sd', 'var.mean', 'var.sd', 'w_lambda'], [0.0701554918207407, 0.07068099565178707, 3.1129446500343962, 0.1253836706499884, 0.028205128205128206, 0.45360141577621516, 0.2581395133646979, 0.0, 0.0989852313397086, 0.04926446175761927, 3.584962500721157, 0.22442287385124224, 0.2048896515872677, 7.278681034806456, 35.03532941166741, 129.12136667812717, 337.6279076552781, 7.0250254278593625, 0.08333333333333333, 0.0, nan, nan, 24.739859313600235, nan, nan, 35.45454545454545, 6.647596476071353, 13.831576123398358, 6.187594051175278, 0.2331437614112781, 2.54009225193836, 5.373742930578085, 8.299206629415414, 4.7141023533169175, 9.903812807002936, 28.057014007970608, 55.54718163302756, 8.533617332345159, 17.757638693147584, 8.056233699568175, 18.28925401263753, 0.7134625755584302, 3.0907661387895002, 0.5103130995802747, 0.23360827972004614, 22, 0, 0, 12, 0.12121212121212122, 11, 780, 0.0, 22, 14, 5.1000680809384455, nan, 2.929656771937685, 27.343551432412173, 53.55892706320829, 4.87601494179613, 5.423966427029148, 10.220061986777196, nan, 0.7072431242667329, 1.3499860553175314, 0.008472312199230515, 0.01270487703088694, 7.82708626689656, 17.396816338913425, 129.12136667812726, 293.1544460547049, 0.012206040820505474])"
17,Crop,17,"(['attr_conc.mean', 'attr_conc.sd', 'attr_ent.mean', 'attr_ent.sd', 'attr_to_inst', 'can_cor.mean', 'can_cor.sd', 'cat_to_num', 'class_conc.mean', 'class_conc.sd', 'class_ent', 'cor.mean', 'cor.sd', 'cov.mean', 'cov.sd', 'eigenvalues.mean', 'eigenvalues.sd', 'eq_num_attr', 'freq_class.mean', 'freq_class.sd', 'g_mean.mean', 'g_mean.sd', 'gravity', 'h_mean.mean', 'h_mean.sd', 'inst_to_attr', 'iq_range.mean', 'iq_range.sd', 'joint_ent.mean', 'joint_ent.sd', 'kurtosis.mean', 'kurtosis.sd', 'lh_trace', 'mad.mean', 'mad.sd', 'max.mean', 'max.sd', 'mean.mean', 'mean.sd', 'median.mean', 'median.sd', 'min.mean', 'min.sd', 'mut_inf.mean', 'mut_inf.sd', 'nr_attr', 'nr_bin', 'nr_cat', 'nr_class', 'nr_cor_attr', 'nr_disc', 'nr_inst', 'nr_norm', 'nr_num', 'nr_outliers', 'ns_ratio', 'num_to_cat', 'p_trace', 'range.mean', 'range.sd', 'roy_root', 'sd.mean', 'sd.sd', 'sd_ratio', 'skewness.mean', 'skewness.sd', 'sparsity.mean', 'sparsity.sd', 't_mean.mean', 't_mean.sd', 'var.mean', 'var.sd', 'w_lambda'], [0.04476392157634744, 0.06458747162883564, 3.7291084233005294, 1.3788656546884595, 0.0009166666666666666, 0.36919375659226594, 0.30394064089181866, 0.0, 0.11638160761167798, 0.10542336256285965, 4.584962500721156, 0.21411994192646072, 0.2248171234948842, 0.37083765838619615, 1.6782054504617587, 5.0954330286558465, 14.985220929368468, 6.11806392139645, 0.041666666666666664, 0.0, nan, nan, 2.6448806473670046, nan, nan, 1090.909090909091, 1.5753694336326234, 2.8719088997921407, 7.564656965680002, 1.1726313304000495, 4.910015608454322, 15.257494295215173, 13.268623027751449, 1.0188666091150949, 1.8589586628040893, 8.042762915845929, 12.1650132797072, 2.4923962377376765, 4.193697368284004, 2.272869990960466, 3.7288980278520913, 0.40115972749954953, 0.8889027272735469, 0.7494139583416836, 0.3173594797787992, 22, 0, 0, 24, 0.12121212121212122, 22, 24000, 0.0, 22, 15, 3.9760327810711806, nan, 4.938666834847924, 7.64160318834638, 11.485499750659443, 3.5131177655314296, 1.1964983472936672, 1.9591560882266448, nan, 0.6512818934255152, 2.1280046446089593, 0.029735523553377573, 0.04482090653151364, 2.365526900148588, 3.9319227026925256, 5.095433028655846, 12.642760857123895, 0.0005410191946111826])"
18,DiatomSizeReduction,18,"(['attr_conc.mean', 'attr_conc.sd', 'attr_ent.mean', 'attr_ent.sd', 'attr_to_inst', 'can_cor.mean', 'can_cor.sd', 'cat_to_num', 'class_conc.mean', 'class_conc.sd', 'class_ent', 'cor.mean', 'cor.sd', 'cov.mean', 'cov.sd', 'eigenvalues.mean', 'eigenvalues.sd', 'eq_num_attr', 'freq_class.mean', 'freq_class.sd', 'g_mean.mean', 'g_mean.sd', 'gravity', 'h_mean.mean', 'h_mean.sd', 'inst_to_attr', 'iq_range.mean', 'iq_range.sd', 'joint_ent.mean', 'joint_ent.sd', 'kurtosis.mean', 'kurtosis.sd', 'lh_trace', 'mad.mean', 'mad.sd', 'max.mean', 'max.sd', 'mean.mean', 'mean.sd', 'median.mean', 'median.sd', 'min.mean', 'min.sd', 'mut_inf.mean', 'mut_inf.sd', 'nr_attr', 'nr_bin', 'nr_cat', 'nr_class', 'nr_cor_attr', 'nr_disc', 'nr_inst', 'nr_norm', 'nr_num', 'nr_outliers', 'ns_ratio', 'num_to_cat', 'p_trace', 'range.mean', 'range.sd', 'roy_root', 'sd.mean', 'sd.sd', 'sd_ratio', 'skewness.mean', 'skewness.sd', 'sparsity.mean', 'sparsity.sd', 't_mean.mean', 't_mean.sd', 'var.mean', 'var.sd', 'w_lambda'], [0.08409250092573725, 0.0882443096049643, 1.6935455724990716, 1.1209491579463082, 0.06832298136645963, 0.9696317604401251, 0.015682048068973477, 0.0, 0.24996554662870418, 0.1564920076380408, 1.9031811049103788, 0.3313496149950198, 0.29024615805127485, 0.8835920351117452, 3.8389095943108433, 10.324212071885905, 31.03773270259489, 3.4584200588379495, 0.25, 0.09690569027080853, nan, nan, 9.893747226888205, nan, nan, 14.636363636363637, 1.503142858332739, 4.289776243304459, 3.0464230495875997, 0.8349445641599869, 55.21542265261262, 59.12541511724234, 60.23701625899281, 0.7588810606937823, 2.061914006773582, 20.354764898527804, 34.808957796588246, 14.569593231216833, 28.32076065821105, 14.381170084987309, 28.02869136891039, 7.683276238710675, 15.146495439659608, 0.5503036278218498, 0.41881968528049607, 22, 0, 0, 4, 0.2813852813852814, 3, 322, 0.0, 22, 20, 2.077474846390299, nan, 2.8210491058259235, 12.671488659817129, 23.227324951208757, 34.98489045646388, 1.5597357731743484, 2.875277217068484, nan, -0.372621622487658, 7.11942001784414, 0.08097494168284326, 0.10099205195328577, 14.51216350898024, 28.308521985503575, 10.324212071885915, 24.966962932293736, 0.000154141821756768])"
19,DistalPhalanxOutlineCorrect,19,"(['attr_conc.mean', 'attr_conc.sd', 'attr_ent.mean', 'attr_ent.sd', 'attr_to_inst', 'can_cor.mean', 'can_cor.sd', 'cat_to_num', 'class_conc.mean', 'class_conc.sd', 'class_ent', 'cor.mean', 'cor.sd', 'cov.mean', 'cov.sd', 'eigenvalues.mean', 'eigenvalues.sd', 'eq_num_attr', 'freq_class.mean', 'freq_class.sd', 'g_mean.mean', 'g_mean.sd', 'gravity', 'h_mean.mean', 'h_mean.sd', 'inst_to_attr', 'iq_range.mean', 'iq_range.sd', 'joint_ent.mean', 'joint_ent.sd', 'kurtosis.mean', 'kurtosis.sd', 'lh_trace', 'mad.mean', 'mad.sd', 'max.mean', 'max.sd', 'mean.mean', 'mean.sd', 'median.mean', 'median.sd', 'min.mean', 'min.sd', 'mut_inf.mean', 'mut_inf.sd', 'nr_attr', 'nr_bin', 'nr_cat', 'nr_class', 'nr_cor_attr', 'nr_disc', 'nr_inst', 'nr_norm', 'nr_num', 'nr_outliers', 'ns_ratio', 'num_to_cat', 'p_trace', 'range.mean', 'range.sd', 'roy_root', 'sd.mean', 'sd.sd', 'sd_ratio', 'skewness.mean', 'skewness.sd', 'sparsity.mean', 'sparsity.sd', 't_mean.mean', 't_mean.sd', 'var.mean', 'var.sd', 'w_lambda'], [0.1278683028432887, 0.08709536765969009, 2.501595939391709, 0.8708508281199616, 0.02511415525114155, 0.613176948485513, nan, 0.0, 0.040939053210417214, 0.10305548780140837, 0.9612961238912571, 0.3898953692533716, 0.2618252070386314, 0.7303239496779819, 3.303290828248889, 10.43853829878219, 32.82715516517927, 11.019686188911141, 0.5, 0.1630543034242952, nan, nan, 3.545173779886301, nan, nan, 39.81818181818182, 1.0279288687698616, 1.75646176458352, 3.37565762598487, 0.8332785896816721, 28.342953979857473, 95.64106942435122, 0.6025280717595372, 0.6995870868447355, 1.2586109120173308, 8.985617938586723, 14.807071187690822, 4.078847958431346, 6.939226555498684, 3.6296930426819816, 6.566219873585847, 1.7361432435237079, 3.816897001355067, 0.08723443729809542, 0.06412680661217504, 22, 0, 0, 2, 0.3333333333333333, 1, 876, 0.0, 22, 16, 27.67670173469813, nan, 0.3759859701540054, 7.249474695063015, 11.702507436629057, 0.6025280717595372, 1.49644332314336, 2.9308076649444557, nan, -1.141523452179599, 4.537463152196732, 0.04200809227636002, 0.053451874016268386, 3.6398845222230394, 6.532688252506449, 10.438538298782193, 28.755330889482664, 0.6240140298459946])"
20,DistalPhalanxOutlineAgeGroup,20,"(['attr_conc.mean', 'attr_conc.sd', 'attr_ent.mean', 'attr_ent.sd', 'attr_to_inst', 'can_cor.mean', 'can_cor.sd', 'cat_to_num', 'class_conc.mean', 'class_conc.sd', 'class_ent', 'cor.mean', 'cor.sd', 'cov.mean', 'cov.sd', 'eigenvalues.mean', 'eigenvalues.sd', 'eq_num_attr', 'freq_class.mean', 'freq_class.sd', 'g_mean.mean', 'g_mean.sd', 'gravity', 'h_mean.mean', 'h_mean.sd', 'inst_to_attr', 'iq_range.mean', 'iq_range.sd', 'joint_ent.mean', 'joint_ent.sd', 'kurtosis.mean', 'kurtosis.sd', 'lh_trace', 'mad.mean', 'mad.sd', 'max.mean', 'max.sd', 'mean.mean', 'mean.sd', 'median.mean', 'median.sd', 'min.mean', 'min.sd', 'mut_inf.mean', 'mut_inf.sd', 'nr_attr', 'nr_bin', 'nr_cat', 'nr_class', 'nr_cor_attr', 'nr_disc', 'nr_inst', 'nr_norm', 'nr_num', 'nr_outliers', 'ns_ratio', 'num_to_cat', 'p_trace', 'range.mean', 'range.sd', 'roy_root', 'sd.mean', 'sd.sd', 'sd_ratio', 'skewness.mean', 'skewness.sd', 'sparsity.mean', 'sparsity.sd', 't_mean.mean', 't_mean.sd', 'var.mean', 'var.sd', 'w_lambda'], [0.16286278373615223, 0.14286022749067231, 2.3386893555844623, 0.8469509343063379, 0.04081632653061224, 0.6898550147186218, 0.18206681203234093, 0.0, 0.14316705603060365, 0.12446122661348435, 1.2689352254677135, 0.5280324080272136, 0.27166695337775004, 0.7471030465968856, 3.143188242696726, 9.865208506134058, 31.913322884248863, 3.4709020022020765, 0.3333333333333333, 0.25725241981118874, nan, nan, 7.820149802988584, nan, nan, 24.5, 1.097366710283298, 1.835521652820463, 3.2420322293630037, 0.758149246033745, 4.044466729386181, 15.100537474107488, 2.490744457542651, 0.6905197182492477, 1.2599637333079559, 7.331148078803847, 12.084394590353806, 4.027422651951383, 6.7579461907681315, 3.6303377491676967, 6.571166192654899, 2.2437059542580533, 4.456592099917707, 0.3655923516891722, 0.16885821099293158, 22, 0, 0, 3, 0.5714285714285714, 2, 539, 0.0, 22, 9, 5.396986547390421, nan, 0.9849482067084794, 5.0874421245457935, 9.213121906099078, 2.0312115411970613, 1.425337375994952, 2.864725376649148, nan, -0.24275506787881485, 2.079237978944997, 0.06600418161856564, 0.07955552668876245, 3.647395997687404, 6.42871568778621, 9.865208506134067, 28.102839686964824, 0.22603196483082896])"
